Date,Company,Title,Salary,Skills,Meta_Info,Link
2026-04-14T15:27:07+03:00,Not specified,Руководитель проектов сопровождения (IT),Not specified,,Not specified,https://career.habr.com/vacancies/1000165029
2026-04-14T15:27:06+03:00,Not specified,Руководитель проектов внедрения 1С,Not specified,,Not specified,https://career.habr.com/vacancies/1000165028
2026-04-14T15:27:05+03:00,Not specified,Руководитель проектов 1С,Not specified,,Not specified,https://career.habr.com/vacancies/1000165027
2026-04-14T15:27:05+03:00,Not specified,Руководитель группы программистов,Not specified,,Not specified,https://career.habr.com/vacancies/1000165026
2026-04-14T15:08:20+03:00,Not specified,Data Analyst / Data Scientist (Fintech / Payments),от 4000 до 10 000 $,,Not specified,https://career.habr.com/vacancies/1000166148
2026-04-14T14:33:54+03:00,Not specified,"Веб-программист (Fullstack разработчик, г. Ижевск офлайн)",от 100 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166149
2026-04-14T14:27:03+03:00,Not specified,Руководитель группы аналитиков и программистов 1С / Team Lead,Not specified,,Not specified,https://career.habr.com/vacancies/1000165022
2026-04-14T14:27:03+03:00,Not specified,Руководитель группы продаж,Not specified,,Not specified,https://career.habr.com/vacancies/1000165020
2026-04-14T14:27:02+03:00,Not specified,Сервисный инженер 1С,Not specified,,Not specified,https://career.habr.com/vacancies/1000165019
2026-04-14T14:27:02+03:00,Not specified,Аккаунт-менеджер (сфера IT-дистрибьюции),Not specified,,Not specified,https://career.habr.com/vacancies/1000165018
2026-04-14T13:17:13+03:00,Not specified,Системный администратор Unix,Not specified,,Not specified,https://career.habr.com/vacancies/1000165935
2026-04-14T12:32:06+03:00,Not specified,Аналитик SOC (L2-L3),Not specified,,Not specified,https://career.habr.com/vacancies/1000166147
2026-04-14T12:03:07+03:00,Not specified,Инженер-программист,Not specified,,Not specified,https://career.habr.com/vacancies/1000166058
2026-04-14T11:54:14+03:00,Not specified,Специалист по интернет-рекламе,от 70 000 до 100 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166134
2026-04-14T11:01:41+03:00,Not specified,Бизнес-партнер по ИБ,Not specified,,Not specified,https://career.habr.com/vacancies/1000166145
2026-04-14T10:42:00+03:00,Not specified,"SRE/DevOps инженер (highload, bare metal)",от 350 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166143
2026-04-14T10:24:54+03:00,Not specified,Аналитик SOC,Not specified,,Not specified,https://career.habr.com/vacancies/1000166142
2026-04-14T10:13:29+03:00,Not specified,Сетевой администратор / Network Administrator,Not specified,,Not specified,https://career.habr.com/vacancies/1000166140
2026-04-14T10:10:08+03:00,Not specified,Linux администратор Nginx/Apache,Not specified,,Not specified,https://career.habr.com/vacancies/1000166138
2026-04-14T09:33:17+03:00,Not specified,Руководитель программы миграции на 1С:ERP,Not specified,,Not specified,https://career.habr.com/vacancies/1000166136
2026-04-14T09:19:39+03:00,Not specified,C++ 3D разработчик,Not specified,,Not specified,https://career.habr.com/vacancies/1000166135
2026-04-14T04:26:25+03:00,Not specified,Senior Backend Developer,от 7000 до 10 000 $,,Not specified,https://career.habr.com/vacancies/1000166129
2026-04-13T18:45:16+03:00,Not specified,Fullstack PHP Laravel/VueJS разработчик,до 150 000 ₽,,Not specified,https://career.habr.com/vacancies/1000061315
2026-04-13T17:00:49+03:00,Not specified,Аккаунт-директор / Account Director (e-commerce & data),Not specified,,Not specified,https://career.habr.com/vacancies/1000166124
2026-04-13T15:13:43+03:00,Not specified,Middle+ Java Backend Developer,Not specified,,Not specified,https://career.habr.com/vacancies/1000164618
2026-04-13T15:13:28+03:00,Not specified,Системный аналитик,Not specified,,Not specified,https://career.habr.com/vacancies/1000140395
2026-04-13T12:22:01+03:00,Not specified,Junior AI Automation Engineer / AI-инженер (junior),от 50 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166116
2026-04-13T10:17:30+03:00,Not specified,Aдминистратор баз данных PostgreSQL,Not specified,,Not specified,https://career.habr.com/vacancies/1000166120
2026-04-13T09:16:46+03:00,Not specified,Специалист по инфраструктуре машинного обучения (MLOps-инженер ),Not specified,,Not specified,https://career.habr.com/vacancies/1000165998
2026-04-13T09:16:46+03:00,Not specified,Инженер - аналитик источников событий,Not specified,,Not specified,https://career.habr.com/vacancies/1000165996
2026-04-13T09:16:46+03:00,Not specified,Специалист по тестированию систем искусственного интеллекта,Not specified,,Not specified,https://career.habr.com/vacancies/1000165967
2026-04-13T09:16:46+03:00,Not specified,Инженер поддержки продаж по продукту SafeERP,Not specified,,Not specified,https://career.habr.com/vacancies/1000165958
2026-04-13T09:16:46+03:00,Not specified,Менеджер направления СОК (SOC GSOC),Not specified,,Not specified,https://career.habr.com/vacancies/1000165993
2026-04-13T09:16:46+03:00,Not specified,Инженер внедрения систем мониторинга ИБ,Not specified,,Not specified,https://career.habr.com/vacancies/1000165964
2026-04-13T09:16:46+03:00,Not specified,Инженер по анализу защищенности инфраструктуры (анализ уязвимостей),Not specified,,Not specified,https://career.habr.com/vacancies/1000165961
2026-04-13T09:16:46+03:00,Not specified,Ведущий инженер/инженер проектировщик решений класса NTA,Not specified,,Not specified,https://career.habr.com/vacancies/1000165960
2026-04-13T09:16:46+03:00,Not specified,Инженер по анализу защищенности инфраструктуры (тестирование на проникновение),Not specified,,Not specified,https://career.habr.com/vacancies/1000165965
2026-04-13T09:16:46+03:00,Not specified,Специалист по разработке и эмуляции атак,Not specified,,Not specified,https://career.habr.com/vacancies/1000165966
2026-04-13T09:16:46+03:00,Not specified,Инженер поддержки продаж продуктов ИБ,Not specified,,Not specified,https://career.habr.com/vacancies/1000165956
2026-04-13T09:16:46+03:00,Not specified,Ведущий менеджер по продаже программных продуктов ИБ,Not specified,,Not specified,https://career.habr.com/vacancies/1000165957
2026-04-13T09:16:46+03:00,Not specified,Специалист по защите информации (тестирование),Not specified,,Not specified,https://career.habr.com/vacancies/1000165871
2026-04-13T06:03:58+03:00,Not specified,C/C++ Developer,Not specified,,Not specified,https://career.habr.com/vacancies/1000164513
2026-04-12T01:05:15+03:00,Not specified,Продакт по росту и монетизации в музыкальный стартап,от 10 000 до 60 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166119
2026-04-11T07:51:48+03:00,Not specified,Специалист по парсингу сайтов,от 1000 до 3000 $,,Not specified,https://career.habr.com/vacancies/1000166118
2026-04-08T07:55:57+03:00,Not specified,Reverse engineer,Not specified,,Not specified,https://career.habr.com/vacancies/1000153542
2026-03-02T10:29:06+03:00,Not specified,Аккаунт директор,Not specified,,Not specified,https://career.habr.com/vacancies/1000160170
2026-03-02T10:28:32+03:00,Not specified,Ведущий менеджер по продажам IT аутсорса,Not specified,,Not specified,https://career.habr.com/vacancies/1000164481
